Positive,Neutral,Negative,Compound,numQuest,numChars,numPers
0,0.615,0.385,-0.3612,0,34,0
0,1,0,0,0,30,0
0.209,0.791,0,0.4404,0,62,0
0.268,0.596,0.136,0.6124,0,139,0
0.128,0.768,0.104,0.3728,0,141,0
0.441,0.559,0,0.6948,0,45,0
0.855,0.145,0,0.7096,0,21,0
0.246,0.625,0.129,0.4939,1,126,3
0,1,0,0,0,118,1
0.331,0.669,0,0.7865,0,107,2
0.15,0.85,0,0.4588,0,97,0
0.476,0.524,0,0.9138,3,119,0
0.1,0.9,0,0.4588,0,138,2
0.298,0.527,0.176,0.2714,0,69,0
0.102,0.777,0.121,-0.1027,1,108,2
0.196,0.619,0.186,0.0516,1,88,0
0.317,0.683,0,0.6249,0,81,2
0.455,0.545,0,0.3612,0,30,0
0.427,0.573,0,0.8658,0,95,1
0.206,0.794,0,0.5696,0,108,2
0,1,0,0,0,35,1
0.246,0.425,0.329,-0.2444,0,45,0
0.135,0.865,0,0.3612,0,86,1
0.181,0.627,0.192,-0.0772,0,131,3
0.302,0.698,0,0.3802,0,41,0
0.195,0.709,0.097,0.4953,0,137,1
0.242,0.5,0.258,-0.0516,0,59,0
0.127,0.613,0.259,-0.4215,0,81,0
0,1,0,0,0,26,0
0,0.752,0.248,-0.561,0,79,5
0,1,0,0,0,49,0
0.116,0.884,0,0.4404,0,129,1
0.24,0.637,0.123,0.34,0,100,3
0.096,0.904,0,0.1779,0,103,2
0.308,0.692,0,0.6124,0,57,1
0.121,0.813,0.066,0.2714,0,107,1
0.231,0.769,0,0.2732,0,59,3
0,1,0,0,0,48,1
0.338,0.614,0.048,0.8599,0,128,1
0.362,0.638,0,0.7793,0,92,0
0.318,0.682,0,0.4215,0,42,1
0.444,0.556,0,0.4927,0,38,0
0.583,0.417,0,0.4215,0,24,0
0.182,0.818,0,0.5702,0,136,0
0,0.659,0.341,-0.6892,0,76,1
0,0.665,0.335,-0.6169,2,54,3
0,1,0,0,0,66,3
0.788,0.212,0,0.8143,1,23,0
0,1,0,0,0,107,0
0.139,0.861,0,0.2732,0,96,7
0.274,0.637,0.089,0.4693,0,113,2
0.229,0.771,0,0.5067,0,81,0
0.379,0.496,0.125,0.6827,0,86,0
0.575,0.425,0,0.9041,0,67,0
0,1,0,0,0,36,0
0,0.901,0.099,-0.296,0,113,2
0,1,0,0,2,30,0
0,1,0,0,0,68,0
0.101,0.899,0,0.3054,0,129,2
0,1,0,0,1,98,0
0,1,0,0,2,57,0
0.474,0.526,0,0.4019,0,45,3
0,0.871,0.129,-0.4767,0,167,2
0.454,0.546,0,0.3595,0,28,1
0,1,0,0,1,43,0
0.139,0.861,0,0.2732,0,89,2
0.211,0.789,0,0.5859,0,126,4
0.527,0.473,0,0.908,0,106,1
0.367,0.494,0.138,0.6833,0,83,1
0,1,0,0,0,30,0
0,1,0,0,0,34,0
0.238,0.675,0.087,0.5849,0,138,4
0,0.741,0.259,-0.5423,0,67,2
0.353,0.647,0,0.5053,1,48,0
0.375,0.625,0,0.6369,0,61,2
0.482,0.518,0,0.4199,0,33,0
0,1,0,0,0,95,1
0.043,0.757,0.201,-0.7002,1,137,1
0,1,0,0,0,54,1
0.444,0.556,0,0.4588,0,37,0
0,1,0,0,0,40,3
0.336,0.587,0.077,0.8122,0,131,2
0,1,0,0,0,47,1
0.305,0.6,0.095,0.6369,0,96,1
0,1,0,0,0,25,0
0,1,0,0,0,19,0
0,1,0,0,1,59,2
0,1,0,0,0,109,1
0,0.393,0.607,-0.8513,0,63,2
0.208,0.519,0.273,0,0,79,4
0.23,0.459,0.311,-0.2247,0,42,0
0,1,0,0,0,114,1
0.164,0.656,0.18,0.2942,1,104,1
0,1,0,0,1,57,0
0.408,0.592,0,0.8934,0,133,7
0,1,0,0,0,57,0
0,1,0,0,0,92,2
0,0.763,0.237,-0.4199,0,81,6
0,0.873,0.127,-0.1531,0,67,0
0.086,0.914,0,0.1779,0,128,1
0,0.86,0.14,-0.0772,1,60,1
0.079,0.921,0,0.2238,0,130,0
0.655,0.345,0,0.8885,0,47,0
0.423,0.577,0,0.5279,1,60,2
0,1,0,0,0,60,0
0,0.484,0.516,-0.7508,0,43,0
0.2,0.8,0,0.3612,0,70,1
0.289,0.711,0,0.7269,0,123,5
0.104,0.707,0.189,0.2271,1,137,3
0,1,0,0,0,28,0
0,0.871,0.129,-0.5719,0,134,0
0,0.689,0.311,-0.3089,0,39,0
0.577,0.423,0,0.6249,0,23,0
0,1,0,0,0,16,3
0.401,0.599,0,0.8547,0,106,0
0.152,0.848,0,0.3612,1,88,4
0.367,0.633,0,0.4404,1,47,0
0.406,0.594,0,0.8016,0,87,1
0.114,0.645,0.241,-0.5214,0,135,6
0,0.727,0.273,-0.4588,0,46,0
0,0.892,0.108,-0.1779,1,97,0
0,1,0,0,0,54,2
0.262,0.738,0,0.6005,0,60,0
0,0.818,0.182,-0.5499,0,106,9
0.071,0.745,0.184,-0.4404,0,130,0
0.077,0.734,0.189,-0.4926,1,138,1
0,0.431,0.569,-0.6467,0,41,0
0,1,0,0,0,47,0
0,1,0,0,1,58,0
0,1,0,0,4,22,0
0,0.596,0.404,-0.5788,0,61,1
0.33,0.67,0,0.8114,0,116,0
0.739,0.261,0,0.4278,0,17,0
0,0.513,0.487,-0.2263,0,27,0
0,1,0,0,0,30,1
0.43,0.497,0.073,0.8689,0,128,1
0,1,0,0,0,82,3
0.361,0.639,0,0.7849,0,110,6
0.406,0.594,0,0.6249,0,38,0
0,1,0,0,0,53,4
0.524,0.476,0,0.7717,0,52,0
0.414,0.415,0.172,0.6229,1,72,2
0.225,0.775,0,0.4404,0,75,3
0.269,0.518,0.213,0.2141,0,133,1
0,0.411,0.589,-0.5106,0,36,1
0.308,0.421,0.271,0.1345,0,52,3
0,0.519,0.481,-0.4168,0,35,1
0.459,0.541,0,0.5267,0,41,0
0.464,0.536,0,0.3802,0,31,0
0.124,0.793,0.083,0.2714,1,138,0
0.133,0.867,0,0.25,0,79,0
0.375,0.625,0,0.4588,0,41,0
0.235,0.765,0,0.5707,0,83,0
0.287,0.543,0.171,0.3612,0,52,0
0.166,0.637,0.197,-0.128,0,82,5
0.517,0.483,0,0.9651,1,134,0
0.434,0.566,0,0.3182,0,34,0
0,1,0,0,2,59,0
0.348,0.465,0.186,0.4753,0,49,0
0,1,0,0,0,62,4
0,1,0,0,0,46,0
0,0.845,0.155,-0.296,0,89,0
0,0.714,0.286,-0.1531,0,51,0
0.143,0.857,0,0.3612,0,121,5
0,1,0,0,1,31,0
0.16,0.84,0,0.5859,0,119,0
0.223,0.777,0,0.5777,0,89,0
0,0.847,0.153,-0.587,3,123,4
0.214,0.669,0.116,0.2278,0,98,2
0,1,0,0,0,34,0
0.326,0.674,0,0.4404,0,48,0
0,0.805,0.195,-0.4843,2,84,1
0,1,0,0,3,47,0
0,0.334,0.666,-0.8394,3,40,0
0,1,0,0,0,63,0
0.516,0.484,0,0.4926,0,25,0
0,1,0,0,0,66,1
0.476,0.467,0.057,0.9368,0,124,6
0.147,0.681,0.172,-0.1263,0,87,1
0.149,0.724,0.127,0.126,0,102,0
0.426,0.574,0,0.9027,0,90,0
0.336,0.664,0,0.7959,0,84,0
0.085,0.804,0.112,-0.1531,1,113,0
0.097,0.769,0.134,-0.2296,0,129,1
0.516,0.484,0,0.4926,0,34,0
0,0.619,0.381,-0.5106,0,61,0
0.277,0.723,0,0.3182,0,46,1
0.208,0.792,0,0.3875,0,58,1
0,1,0,0,0,17,0
0.278,0.38,0.342,-0.128,0,37,0
0.549,0.451,0,0.743,0,68,0
0,1,0,0,0,35,1
0.233,0.495,0.272,-0.0803,0,37,0
0,1,0,0,1,81,1
0,1,0,0,0,61,0
0,1,0,0,0,104,0
0.202,0.798,0,0.4199,0,65,1
0.326,0.674,0,0.4404,0,47,3
0.367,0.633,0,0.7003,1,75,3
0.341,0.564,0.095,0.781,0,135,0
0,0.355,0.645,-0.8442,0,52,0
0.408,0.592,0,0.8538,0,109,0
0.106,0.894,0,0.3612,0,125,3
0.176,0.824,0,0.5411,0,131,2
0,1,0,0,0,141,1
0,0.612,0.388,-0.4215,0,48,3
0,0.862,0.138,-0.34,1,88,0
0,0.817,0.183,-0.5859,0,103,1
0.52,0.329,0.151,0.6808,0,55,2
0.131,0.738,0.131,0,0,148,0
0,0.732,0.268,-0.765,0,114,0
0,0.725,0.275,-0.2244,0,41,0
0.159,0.659,0.181,-0.1027,0,92,2
0.215,0.785,0,0.5514,2,96,1
0.136,0.864,0,0.296,0,94,1
0.128,0.872,0,0.4199,0,100,2
0.098,0.902,0,0.0772,1,89,2
0.146,0.854,0,0.4404,0,108,4
0.16,0.71,0.13,0.1285,0,84,2
0,1,0,0,0,53,0
0,1,0,0,0,129,1
0,0.734,0.266,-0.5719,0,86,1
0.196,0.719,0.085,0.4003,1,83,0
0,0.801,0.199,-0.3595,1,90,0
0.313,0.687,0,0.807,0,118,8
0.259,0.741,0,0.4939,0,73,0
0.265,0.735,0,0.1139,0,28,0
0,1,0,0,0,37,0
0.191,0.809,0,0.3818,0,68,1
0.221,0.723,0.055,0.5994,0,129,4
0.181,0.627,0.192,-0.0772,0,131,3
0.639,0.361,0,0.795,0,45,0
0,0.761,0.239,-0.4145,0,92,0
0,1,0,0,1,51,1
0.118,0.805,0.077,0.2924,0,136,0
0.458,0.542,0,0.7249,0,70,1
0.421,0.413,0.165,0.7351,0,82,1
0.207,0.725,0.068,0.5972,0,101,0
0,0.896,0.104,-0.296,1,109,1
0.169,0.45,0.381,-0.5826,0,71,0
0.42,0.58,0,0.4404,0,36,3
0.399,0.601,0,0.807,0,86,0
0.291,0.56,0.148,0.3774,0,107,1
0.375,0.625,0,0.4588,0,41,0
0.244,0.497,0.259,-0.0978,0,114,2
0,0.945,0.055,-0.1027,1,133,2
0,1,0,0,0,19,1
0.187,0.709,0.104,0.4574,0,102,1
0,1,0,0,0,46,0
0,1,0,0,0,16,0
0,1,0,0,0,94,1
0.382,0.618,0,0.4753,0,38,0
0.643,0.357,0,0.9371,0,74,1
0,1,0,0,0,138,7
0.435,0.565,0,0.5927,0,41,1
0,1,0,0,1,39,0
0.103,0.603,0.295,-0.6981,0,106,4
0,0.485,0.515,-0.6486,0,49,2
0.18,0.82,0,0.4871,2,137,12
0.091,0.909,0,0.1531,0,89,1
0,1,0,0,0,35,0
0,0.8,0.2,-0.4588,0,81,1
0.125,0.77,0.106,0.1007,0,117,1
0,1,0,0,6,76,0
0,0.589,0.411,-0.5413,0,46,0
0.298,0.702,0,0.824,0,136,0
0.16,0.84,0,0.2732,0,88,10
0.243,0.757,0,0.6696,0,93,0
0.08,0.92,0,0.0762,1,117,6
0.317,0.683,0,0.6249,0,77,1
0.551,0.449,0,0.8225,0,58,1
0.318,0.682,0,0.4199,0,50,0
0.135,0.865,0,0.555,0,133,2
0,0.612,0.388,-0.8035,0,81,0
0,1,0,0,25,135,1
0.672,0.328,0,0.6239,0,24,0
0.315,0.685,0,0.3182,0,50,0
0,1,0,0,0,15,0
0,1,0,0,1,126,0
0,1,0,0,0,85,2
0.366,0.594,0.04,0.872,0,131,2
0.225,0.699,0.076,0.5911,1,122,6
0.672,0.328,0,0.624,1,31,0
0,1,0,0,1,20,0
0.087,0.913,0,0.2287,2,140,11
0.247,0.753,0,0.5079,0,55,1
0,1,0,0,0,81,0
0.286,0.714,0,0.7351,1,74,0
0.134,0.565,0.301,-0.5484,0,140,0
0.207,0.793,0,0.5719,0,129,1
0.367,0.633,0,0.4404,0,40,0
0.531,0.469,0,0.5267,0,27,0
0.366,0.437,0.197,0.7911,0,106,2
0,0.809,0.191,-0.2244,0,59,0
0,1,0,0,1,130,7
0,1,0,0,1,53,0
0.643,0.357,0,0.6597,0,37,0
0.186,0.814,0,0.4926,0,87,0
0.285,0.715,0,0.4199,0,51,0
0,0.678,0.322,-0.5849,0,51,0
0.259,0.741,0,0.6369,0,68,0
0.428,0.572,0,0.4576,0,43,1
0,1,0,0,0,44,1
0.783,0.217,0,0.5574,0,19,0
0.17,0.83,0,0.5106,0,131,2
0.135,0.662,0.203,-0.1134,2,92,0
0.358,0.642,0,0.8544,0,99,1
0,1,0,0,0,45,0
0.188,0.812,0,0.6239,1,130,2
0.161,0.839,0,0.5927,0,134,1
0,1,0,0,0,70,1
0,1,0,0,0,78,0
0,1,0,0,0,72,0
0.414,0.586,0,0.7574,0,99,3
0,1,0,0,1,30,0
0.274,0.64,0.086,0.7059,2,131,3
0,0.856,0.144,-0.2924,0,81,10
0.787,0.213,0,0.5707,0,14,0
0,1,0,0,0,107,9
0.483,0.517,0,0.8168,0,61,0
0.084,0.71,0.206,-0.4404,0,81,0
0,0.387,0.613,-0.7461,3,54,3
0.358,0.642,0,0.9034,0,133,0
0.252,0.748,0,0.3321,0,50,0
0,1,0,0,1,62,0
0,1,0,0,0,70,0
0.221,0.48,0.299,-0.4167,0,87,1
0,1,0,0,0,38,0
0,1,0,0,0,115,0
0.551,0.449,0,0.5994,0,41,0
0.381,0.619,0,0.8779,0,138,3
0.249,0.751,0,0.6093,0,105,0
0.311,0.689,0,0.8221,0,138,5
0.367,0.633,0,0.4404,0,45,0
0.183,0.817,0,0.5859,0,104,0
0,1,0,0,0,130,3
0.254,0.746,0,0.6239,0,99,0
0.188,0.656,0.155,0.1901,1,110,1
0.242,0.758,0,0.4926,0,60,3
0,1,0,0,0,10,0
0,0.392,0.608,-0.4767,1,23,0
0,0.392,0.608,-0.4767,1,24,0
0.744,0.256,0,0.4404,0,17,0
0.577,0.423,0,0.6249,0,32,0
0.408,0.592,0,0.7345,0,68,0
0,1,0,0,0,51,0
0.264,0.736,0,0.6948,0,103,0
0.098,0.902,0,0.34,0,118,1
0,1,0,0,0,69,0
0,1,0,0,0,60,0
0.172,0.718,0.111,0.2607,0,135,0
0.281,0.719,0,0.5962,0,97,1
0.261,0.421,0.318,0.1593,0,73,3
0,1,0,0,0,12,0
0,1,0,0,0,111,0
0.374,0.626,0,0.3384,1,34,1
0,1,0,0,0,27,7
0.5,0.5,0,0.8395,0,69,0
0.078,0.922,0,0.1134,0,98,0
0.484,0.516,0,0.6892,0,43,0
0.123,0.543,0.334,-0.644,2,105,0
0.394,0.606,0,0.3818,1,34,0
0,0.791,0.209,-0.6486,0,129,3
0.44,0.56,0,0.8949,0,126,0
0.258,0.459,0.283,-0.3919,0,115,1
0.283,0.67,0.047,0.794,2,138,6
0,0.734,0.266,-0.6632,0,102,1
0.491,0.509,0,0.6996,0,49,0
0,1,0,0,0,72,0
0.294,0.706,0,0.3612,0,51,1
0.071,0.794,0.135,-0.3818,0,105,5
0,1,0,0,2,23,0
0.301,0.241,0.458,-0.3182,0,28,0
0,1,0,0,0,28,0
0.158,0.685,0.158,0,0,70,0
0.095,0.693,0.212,-0.4019,0,124,3
0,0.794,0.206,-0.1531,0,76,1
0.09,0.685,0.225,-0.6331,0,117,3
0.592,0.408,0,0.4404,0,27,0
0,1,0,0,0,29,0
0.179,0.821,0,0.5068,0,117,0
0.518,0.482,0,0.8217,0,73,0
0,0.876,0.124,-0.4019,0,115,2
0.552,0.448,0,0.5719,0,33,0
0.479,0.521,0,0.88,0,67,1
0.224,0.776,0,0.3818,0,66,1
0.142,0.858,0,0.4561,0,122,0
0,0.782,0.218,-0.4184,0,64,0
0,0.745,0.255,-0.4767,0,96,1
0,0.886,0.114,-0.2978,0,138,2
0.33,0.67,0,0.533,3,58,0
0.192,0.48,0.328,-0.2481,0,65,7
0,1,0,0,0,61,0
0.188,0.812,0,0.5255,0,131,8
0.577,0.423,0,0.9062,0,76,1
0.492,0.508,0,0.9468,0,136,1
0.514,0.486,0,0.6478,0,45,0
0.32,0.68,0,0.6343,0,75,0
0,1,0,0,0,20,0
0,1,0,0,1,48,2
0.152,0.848,0,0.555,1,131,5
0,1,0,0,1,38,0
0,0.92,0.08,-0.188,0,126,2
0.6,0.4,0,0.4588,0,28,0
0,1,0,0,0,49,3
0.172,0.828,0,0.4019,0,116,0
0,1,0,0,0,64,1
0,0.533,0.467,-0.5423,0,27,0
0,1,0,0,0,117,2
0,0.617,0.383,-0.6092,0,69,0
0.173,0.827,0,0.2716,0,70,0
0.516,0.484,0,0.6514,1,57,2
0,1,0,0,0,50,0
0,1,0,0,0,35,1
0,1,0,0,0,71,1
0.396,0.526,0.077,0.8779,1,123,1
0.434,0.566,0,0.3182,0,29,0
0.408,0.592,0,0.7845,0,84,1
0.451,0.549,0,0.6249,1,58,1
0.499,0.501,0,0.6103,0,35,0
0.111,0.889,0,0.3612,0,128,7
0,1,0,0,0,128,3
0.298,0.702,0,0.6249,0,87,2
0,0.909,0.091,-0.0772,1,70,1
0.357,0.643,0,0.6114,0,63,0
0,1,0,0,0,37,0
0.345,0.655,0,0.8586,0,126,3
0,1,0,0,0,36,5
0.355,0.522,0.123,0.7081,0,103,1
0,1,0,0,0,32,0
0.393,0.53,0.077,0.7488,0,75,0
0,1,0,0,2,64,1
0,1,0,0,1,11,0
0.6,0.4,0,0.91,0,81,0
0.142,0.858,0,0.1655,0,71,0
0.495,0.505,0,0.5983,1,54,0
0,1,0,0,0,48,4
0.32,0.68,0,0.5106,0,54,0
0,1,0,0,0,102,1
0,0.891,0.109,-0.296,0,98,0
0.304,0.696,0,0.5423,0,63,3
0,1,0,0,0,99,0
0.116,0.608,0.276,-0.4404,0,80,0
0.169,0.744,0.087,0.25,0,121,1
0,1,0,0,2,108,0
0,1,0,0,0,36,3
0.27,0.73,0,0.3804,0,61,0
0,0.811,0.189,-0.4215,1,77,0
0,1,0,0,0,60,2
0,1,0,0,0,61,2
0,1,0,0,2,60,3
0,1,0,0,0,36,1
0,1,0,0,0,27,0
0,1,0,0,0,71,0
0.12,0.761,0.12,0,0,86,1
0,1,0,0,0,38,0
0,1,0,0,0,27,4
0,1,0,0,0,30,0
0.179,0.707,0.114,0.3127,0,87,1
0,1,0,0,0,19,0
0.263,0.737,0,0.3612,0,51,2
0.306,0.694,0,0.296,0,31,0
0.482,0.518,0,0.4199,0,31,2
0,1,0,0,0,34,0
0.084,0.916,0,0.3182,0,140,2
0,1,0,0,0,79,1
0,1,0,0,0,83,1
0.161,0.839,0,0.3612,0,86,0
0,1,0,0,1,94,0
0,1,0,0,0,68,0
0,1,0,0,0,95,0
0.14,0.672,0.188,-0.5106,0,138,1
0.42,0.58,0,0.4404,0,32,0
0.436,0.429,0.135,0.7096,0,65,2
0,0.695,0.305,-0.7837,0,132,4
0,0.86,0.14,-0.0772,0,57,3
0.152,0.783,0.065,0.4404,0,121,2
0.483,0.517,0,0.7562,0,108,3
0,1,0,0,0,68,0
0,1,0,0,0,109,0
0.2,0.8,0,0.6124,1,138,0
0.14,0.86,0,0.5531,0,133,2
0.454,0.546,0,0.8169,0,81,1
0.32,0.68,0,0.5106,0,51,3
0.33,0.67,0,0.8118,0,96,0
0,0.869,0.131,-0.3089,0,94,2
0.13,0.87,0,0.5962,1,138,0
0.247,0.573,0.18,0.4168,0,106,1
0,1,0,0,0,50,0
0.243,0.62,0.137,0.3382,0,105,0
0,1,0,0,0,41,0
0.354,0.646,0,0.6028,0,74,4
0.314,0.472,0.214,0.3222,0,78,1
0.348,0.652,0,0.4939,0,41,2
0,1,0,0,0,57,5
0,0.682,0.318,-0.4215,0,42,0
0.325,0.675,0,0.589,1,76,0
0,1,0,0,0,87,1
0.195,0.805,0,0.4404,0,83,1
0.326,0.674,0,0.703,2,74,0
0.395,0.605,0,0.8462,0,87,0
0.337,0.663,0,0.6239,0,77,0
0.214,0.786,0,0.4574,0,71,4
0.297,0.703,0,0.785,3,101,0
0.301,0.699,0,0.6808,0,94,3
0.167,0.833,0,0.4939,0,101,2
0,0.739,0.261,-0.6808,0,109,1
0,0.741,0.259,-0.4215,0,54,1
0,1,0,0,0,48,0
0,1,0,0,0,12,0
0.336,0.664,0,0.7627,0,83,0
0.532,0.468,0,0.8442,0,67,3
0,0.647,0.353,-0.2924,0,44,2
0,1,0,0,0,36,0
0.568,0.432,0,0.8481,0,71,0
0,1,0,0,0,70,3
0.178,0.68,0.141,0.4437,0,133,6
0,0.569,0.431,-0.9371,0,136,2
0.182,0.733,0.085,0.3624,0,132,3
0.181,0.819,0,0.3463,0,70,2
0.345,0.485,0.171,0.7204,0,112,0
0,0.793,0.207,-0.2714,0,74,0
0,0.644,0.356,-0.6728,0,81,1
0.289,0.711,0,0.7263,0,112,0
0,1,0,0,0,31,3
0,1,0,0,0,73,0
0.318,0.682,0,0.6369,0,53,0
0.105,0.895,0,0.3257,0,127,0
0.082,0.493,0.425,-0.8047,0,69,0
0,0.928,0.072,-0.1027,0,115,3
0,1,0,0,0,38,0
0.275,0.725,0,0.7798,0,138,3
0,1,0,0,0,30,0
0,1,0,0,0,56,3
0.09,0.374,0.536,-0.936,0,107,3
0.724,0.276,0,0.783,0,40,0
0.588,0.412,0,0.6908,0,46,0
0.431,0.502,0.067,0.8271,0,96,0
0,1,0,0,0,67,0
0,1,0,0,0,77,2
0.215,0.785,0,0.4767,0,105,1
0.379,0.522,0.1,0.7835,0,90,1
0,1,0,0,0,39,0
0,1,0,0,0,115,0
0,0.556,0.444,-0.34,0,28,1
0,0.877,0.123,-0.1027,0,68,0
0.419,0.527,0.054,0.921,0,130,0
0.13,0.779,0.091,0.224,0,110,2
0,0.752,0.248,-0.6808,0,116,3
0,0.841,0.159,-0.2244,1,67,3
0,1,0,0,0,72,0
0.189,0.593,0.218,-0.1223,1,71,0
0,0.667,0.333,-0.6113,0,39,2
0.159,0.841,0,0.2695,0,94,1
0.152,0.783,0.065,0.4404,0,122,2
0.25,0.75,0,0.7177,0,126,3
0,1,0,0,0,51,0
0.259,0.674,0.067,0.8045,0,137,0
0.378,0.622,0,0.8176,0,90,0
0.457,0.543,0,0.8984,0,94,2
0.595,0.405,0,0.8316,0,53,3
0,0.849,0.151,-0.2406,2,63,0
0,0.793,0.207,-0.5267,0,77,0
0.298,0.481,0.22,0.4836,3,64,3
0,0.278,0.722,-0.6369,0,40,1
0.401,0.599,0,0.855,0,116,0
0.492,0.508,0,0.4404,0,34,0
0.423,0.577,0,0.296,1,21,0
0.124,0.71,0.166,0,0,134,1
0.19,0.81,0,0.5095,0,89,2
0.487,0.513,0,0.6908,0,50,0
0.191,0.809,0,0.6129,0,96,0
0.646,0.354,0,0.9537,0,100,0
0.224,0.776,0,0.3818,1,70,2
0,0.737,0.263,-0.3612,0,48,0
0.112,0.888,0,0.2828,0,107,0
0.375,0.625,0,0.5574,0,49,0
0.262,0.738,0,0.7269,0,134,5
0.73,0.27,0,0.8442,0,36,1
0,0.533,0.467,-0.5423,0,34,1
0.161,0.648,0.191,-0.2481,0,137,4
0,0.829,0.171,-0.4767,0,93,1
0,0.641,0.359,-0.4215,0,35,0
0,0.616,0.384,-0.3595,0,42,0
0,0.555,0.445,-0.3412,0,33,0
0.202,0.798,0,0.4199,0,78,0
0.104,0.642,0.254,-0.5844,0,96,3
0.407,0.593,0,0.9072,0,130,2
0,0.556,0.444,-0.34,1,32,0
0.416,0.584,0,0.7506,0,68,1
0.672,0.328,0,0.6249,0,22,0
0,0.831,0.169,-0.5023,1,104,1
0.359,0.641,0,0.8807,0,134,2
0.176,0.824,0,0.4588,0,89,0
0.095,0.571,0.334,-0.8203,0,129,5
0,0.913,0.087,-0.2263,0,131,0
0.161,0.839,0,0.3182,0,80,0
0,1,0,0,0,62,0
0.139,0.786,0.075,0.1655,0,132,0
0.23,0.77,0,0.7404,0,134,1
0.336,0.664,0,0.7964,0,126,1
0.506,0.494,0,0.6249,0,40,1
0,1,0,0,0,73,0
0,0.881,0.119,-0.5216,0,137,1
0.482,0.518,0,0.4199,0,32,0
0.379,0.517,0.103,0.7056,0,121,2
0,1,0,0,1,99,0
0.204,0.796,0,0.3182,0,56,1
0.137,0.613,0.25,-0.3412,0,102,0
0,1,0,0,0,48,1
0,1,0,0,0,103,3
0,1,0,0,0,56,2
0.433,0.567,0,0.8126,0,100,1
0.366,0.634,0,0.5362,2,56,1
0,1,0,0,1,46,0
0.369,0.455,0.176,0.5255,0,66,1
0,1,0,0,0,27,0
0.21,0.658,0.132,0.2846,0,142,3
0.583,0.417,0,0.4199,0,26,0
0,0.75,0.25,-0.5674,1,80,0
0,0.822,0.178,-0.0772,0,44,1
0.241,0.759,0,0.3007,0,68,2
0.509,0.364,0.127,0.6369,0,45,2
0.276,0.572,0.152,0.5719,0,124,3
0.356,0.52,0.125,0.6641,0,89,0
0.423,0.577,0,0.7644,0,75,0
0,1,0,0,0,71,0
0.077,0.413,0.51,-0.853,0,58,0
0.391,0.539,0.07,0.8455,0,127,0
0.157,0.721,0.122,0.1593,0,96,3
0.592,0.408,0,0.4404,0,24,1
0.446,0.554,0,0.9018,0,108,1
0,0.577,0.423,-0.296,0,27,1
0.15,0.646,0.204,-0.3617,0,135,1
0.249,0.751,0,0.4574,1,79,0
0.39,0.61,0,0.4926,0,39,0
0.613,0.387,0,0.902,0,65,0
0,1,0,0,0,24,0
0.267,0.649,0.084,0.6997,0,135,5
0.149,0.851,0,0.3953,1,130,0
0.155,0.587,0.258,-0.6289,1,119,2
0,0.483,0.517,-0.6467,0,41,0
0.483,0.517,0,0.9046,0,80,0
0.427,0.573,0,0.7543,0,76,0
0.445,0.555,0,0.9191,0,136,4
0.242,0.615,0.142,0.3818,0,114,4
0,1,0,0,2,82,4
0,1,0,0,0,20,0
0.208,0.792,0,0.4389,0,71,0
0.481,0.519,0,0.5719,0,38,1
0.737,0.263,0,0.6808,0,32,1
0.313,0.687,0,0.4926,0,57,0
0,1,0,0,3,138,1
0.155,0.845,0,0.296,0,86,0
0.215,0.785,0,0.6588,0,102,0
0.374,0.626,0,0.5562,0,41,0
0.367,0.633,0,0.4404,0,43,0
0.243,0.634,0.123,0.4682,0,114,1
0.583,0.417,0,0.4215,0,62,2
0,1,0,0,0,23,2
0.607,0.393,0,0.4754,0,23,0
0,1,0,0,2,46,0
0.448,0.552,0,0.7964,0,103,1
0.235,0.765,0,0.6114,0,101,1
0.385,0.428,0.187,0.8139,0,133,1
0.126,0.419,0.456,-0.7959,0,83,1
0,1,0,0,0,46,0
0,0.763,0.237,-0.4215,1,64,0
0.314,0.686,0,0.4939,0,48,0
0,1,0,0,0,40,0
0.585,0.415,0,0.8716,0,67,0
0.166,0.834,0,0.4926,0,90,1
0.174,0.707,0.119,0.1779,1,124,0
0,1,0,0,0,28,0
0.192,0.808,0,0.4753,0,78,1
0.208,0.792,0,0.2732,1,50,0
0.302,0.411,0.287,0.128,0,127,2
0.423,0.577,0,0.6588,0,42,1
0.339,0.55,0.11,0.6792,1,97,0
0.057,0.76,0.183,-0.5106,0,128,0
0.429,0.571,0,0.5807,0,36,0
0,1,0,0,0,24,0
0.202,0.798,0,0.5848,0,104,6
0,1,0,0,1,86,1
0.285,0.715,0,0.6573,0,89,3
0.305,0.695,0,0.7027,0,70,1
0.619,0.381,0,0.7067,0,40,0
0,0.911,0.089,-0.2846,0,121,1
0,1,0,0,2,66,3
0,0.738,0.262,-0.75,0,128,1
0.683,0.317,0,0.6505,0,29,0
0.519,0.481,0,0.8665,0,78,4
0,1,0,0,0,74,1
0,1,0,0,0,46,0
0.577,0.423,0,0.6239,0,35,0
0,0.866,0.134,-0.3561,0,114,1
0.368,0.632,0,0.8217,0,106,0
0.444,0.556,0,0.75,0,61,2
0.134,0.446,0.42,-0.6369,0,61,3
0.435,0.565,0,0.8901,0,124,0
0,1,0,0,0,33,0
0.359,0.641,0,0.4215,0,51,1
0.167,0.833,0,0.6808,1,130,1
0.506,0.494,0,0.9057,0,94,2
0,1,0,0,0,40,0
0.333,0.667,0,0.3612,0,39,3
0.363,0.637,0,0.8392,0,96,0
